chart,Time,close,num,ShaHighSD,ShaLowSD,,ShaHighUSD,ShaLowUSD
EURUSD,2019.07.29 22:00:00,1.11469,217,0.000360000000000138,0.000240000000000018,,0,0
EURUSD,2019.07.29 21:00:00,1.11465,218,0.0001900000000001345,0.0002100000000000435,,0,0
EURUSD,2019.07.29 20:00:00,1.11416,219,9.999999999998899e-05,9.999999999998899e-05,,0,0
EURUSD,2019.07.29 19:00:00,1.11395,220,0,0,,0.000180000000000069,0
EURUSD,2019.07.29 18:00:00,1.11426,221,5.999999999994898e-05,0.000380000000000047,,0,0
EURUSD,2019.07.29 17:00:00,1.11313,222,0.0006900000000000794,7.00000000000145e-05,,0,0
EURUSD,2019.07.29 16:00:00,1.11261,223,0.0004299999999999304,0.0005299999999999194,,0,0
EURUSD,2019.07.29 15:00:00,1.11226,224,0.000180000000000069,0.0006099999999999994,,0,0
EURUSD,2019.07.29 14:00:00,1.11186,225,0,0,,0.0005100000000000104,0
EURUSD,2019.07.29 13:00:00,1.11237,226,0.0004399999999999959,0.000300000000000189,,0,0
EURUSD,2019.07.29 12:00:00,1.11237,227,0.000340000000000007,0.000259999999999927,,0,0
EURUSD,2019.07.29 11:00:00,1.11227,228,0.0001899999999999125,0.000299999999999967,,0,0
EURUSD,2019.07.29 10:00:00,1.11195,229,0,0,,0.000199999999999978,0.000159999999999938
EURUSD,2019.07.29 09:00:00,1.11221,230,0,0,,7.999999999985796e-05,2.999999999997449e-05
EURUSD,2019.07.29 08:00:00,1.11268,231,0.000140000000000029,0.000140000000000029,,0,0
EURUSD,2019.07.29 07:00:00,1.11264,232,0,0,,0.0001100000000000545,1.000000000006551e-05
EURUSD,2019.07.29 06:00:00,1.11283,233,0,0,,1.999999999990898e-05,2.999999999997449e-05
EURUSD,2019.07.29 05:00:00,1.11315,234,0,0,,0.0001500000000000945,0
EURUSD,2019.07.29 04:00:00,1.11357,235,0,0,,7.999999999985796e-05,0.0002300000000001745
EURUSD,2019.07.29 03:00:00,1.11359,236,0.0001099999999998325,5.999999999994898e-05,,0,0
EURUSD,2019.07.29 02:00:00,1.1129,237,0,0,,1.000000000006551e-05,8.000000000008001e-05
EURUSD,2019.07.29 01:00:00,1.11313,238,5.999999999994898e-05,1.000000000006551e-05,,0,0
EURUSD,2019.07.29 00:00:00,1.11272,239,2.000000000013102e-05,9.000000000014552e-05,,0,0
EURUSD,2019.07.26 23:00:00,1.11256,240,0.0005800000000000249,7.00000000000145e-05,,0,0
EURUSD,2019.07.26 22:00:00,1.11238,241,0,0,,4.999999999988347e-05,0.0003699999999999815
EURUSD,2019.07.26 21:00:00,1.11253,242,0.0003500000000000725,0,,0,0
